GEO_ID,Geographic_Area_Name,Estimate_Total,Percentage_Total_Built_2020_or_later,Percentage_Total_Built_2010_to_2019,Percentage_Total_Built_2000_to_2009,Percentage_Total_Built_1990_to_1999,Percentage_Total_Built_1980_to_1989,Percentage_Total_Built_1970_to_1979,Percentage_Total_Built_1960_to_1969,Percentage_Total_Built_1950_to_1959,Percentage_Total_Built_1940_to_1949,Percentage_Total_Built_1939_or_earlier
0500000US28049,"Hinds County, Mississippi",106367,0.0063,0.0474,0.1215,0.0773,0.1196,0.2054,0.1736,0.1624,0.0479,0.0386
0500000US28059,"Jackson County, Mississippi",63611,0.0261,0.0923,0.1701,0.1246,0.1107,0.2292,0.1402,0.0698,0.0255,0.0114
0500000US28067,"Jones County, Mississippi",28899,0.0174,0.1535,0.136,0.1463,0.1078,0.1307,0.1116,0.1084,0.0343,0.054
0500000US28073,"Lamar County, Mississippi",27714,0.0157,0.2308,0.25,0.1615,0.1357,0.1077,0.0436,0.0389,0.0069,0.0092
0500000US28075,"Lauderdale County, Mississippi",33565,0.0094,0.0787,0.1226,0.1322,0.1694,0.1575,0.1368,0.1008,0.0421,0.0505
0500000US28081,"Lee County, Mississippi",37711,0.0233,0.0912,0.1442,0.178,0.1196,0.2059,0.1083,0.0531,0.0352,0.0413
0500000US28089,"Madison County, Mississippi",47506,0.0292,0.2041,0.2176,0.1436,0.1501,0.1132,0.052,0.0468,0.0198,0.0236
0500000US28121,"Rankin County, Mississippi",64542,0.0126,0.1554,0.2258,0.1744,0.1366,0.169,0.079,0.0288,0.0072,0.0113
0500000US29019,"Boone County, Missouri",81824,0.0203,0.172,0.1594,0.1656,0.138,0.1271,0.1009,0.0623,0.0241,0.0302
0500000US29021,"Buchanan County, Missouri",38524,0.0065,0.055,0.0809,0.0629,0.1048,0.1348,0.133,0.1131,0.0664,0.2427
0500000US29031,"Cape Girardeau County, Missouri",36149,0.0235,0.1228,0.1264,0.1588,0.0884,0.1785,0.0966,0.0776,0.0403,0.0871
0500000US29037,"Cass County, Missouri",46164,0.0313,0.1675,0.214,0.1559,0.159,0.1123,0.0719,0.0334,0.0098,0.045
0500000US29043,"Christian County, Missouri",36652,0.0389,0.1423,0.2706,0.2117,0.1627,0.0691,0.0367,0.013,0.0172,0.0379
0500000US29047,"Clay County, Missouri",107642,0.0182,0.1416,0.1839,0.1253,0.0983,0.1319,0.12,0.1058,0.0428,0.0322
0500000US29051,"Cole County, Missouri",33547,0.0126,0.0564,0.1236,0.1431,0.1429,0.1753,0.1267,0.1014,0.0408,0.0771
0500000US29071,"Franklin County, Missouri",46208,0.0072,0.1042,0.1622,0.1586,0.1422,0.1733,0.0727,0.0594,0.0329,0.0871
0500000US29077,"Greene County, Missouri",139406,0.0097,0.1031,0.1702,0.12,0.1324,0.1676,0.0808,0.0686,0.0356,0.1121
0500000US29095,"Jackson County, Missouri",336328,0.0145,0.0649,0.0929,0.0971,0.0897,0.1427,0.1182,0.131,0.0427,0.2063
0500000US29097,"Jasper County, Missouri",54443,0.0229,0.1592,0.1673,0.153,0.0839,0.1126,0.0888,0.0557,0.0379,0.1187
0500000US29099,"Jefferson County, Missouri",94083,0.0106,0.091,0.2046,0.1384,0.1411,0.1438,0.1071,0.1018,0.027,0.0346
0500000US29165,"Platte County, Missouri",46804,0.0297,0.141,0.2086,0.1513,0.1404,0.1393,0.0998,0.0459,0.0081,0.0359
0500000US29183,"St. Charles County, Missouri",167469,0.0204,0.1456,0.213,0.1901,0.1793,0.1237,0.0615,0.0354,0.0091,0.0218
0500000US29187,"St. Francois County, Missouri",28857,0.0141,0.0887,0.1856,0.1481,0.1251,0.1381,0.0533,0.0794,0.0781,0.0895
0500000US29189,"St. Louis County, Missouri",445891,0.0072,0.0321,0.063,0.0806,0.1225,0.1646,0.1975,0.1773,0.0583,0.0969
0500000US29510,"St. Louis city, Missouri",174049,0.0033,0.0509,0.0428,0.029,0.0358,0.0379,0.0636,0.0982,0.0757,0.5628
0500000US30013,"Cascade County, Montana",39386,0.0086,0.0525,0.0852,0.0787,0.1007,0.1858,0.1438,0.137,0.0734,0.1344
0500000US30029,"Flathead County, Montana",51906,0.0261,0.1587,0.1873,0.1733,0.1362,0.1288,0.0442,0.0491,0.0352,0.0613
0500000US30031,"Gallatin County, Montana",57721,0.0351,0.2078,0.219,0.1339,0.1094,0.1249,0.0467,0.0246,0.0143,0.0842
0500000US30049,"Lewis and Clark County, Montana",34112,0.0312,0.1696,0.1374,0.1156,0.1136,0.1447,0.0625,0.0507,0.0417,0.1329
0500000US30063,"Missoula County, Montana",57264,0.0209,0.1418,0.1736,0.1348,0.1165,0.172,0.0708,0.0518,0.0315,0.0862
0500000US30111,"Yellowstone County, Montana",74376,0.0471,0.1292,0.1259,0.1119,0.1097,0.1768,0.075,0.1015,0.051,0.0719
0500000US31055,"Douglas County, Nebraska",251402,0.0203,0.1134,0.1207,0.1095,0.0955,0.142,0.1255,0.0782,0.0329,0.162
0500000US31109,"Lancaster County, Nebraska",140064,0.0156,0.1243,0.1536,0.142,0.1018,0.1392,0.0878,0.0868,0.0154,0.1335
0500000US31153,"Sarpy County, Nebraska",77292,0.036,0.1733,0.211,0.1421,0.1327,0.1467,0.0816,0.0431,0.0158,0.0176
0500000US32003,"Clark County, Nevada",950927,0.0292,0.145,0.2848,0.2366,0.1374,0.0963,0.0426,0.0198,0.0055,0.0028
0500000US32031,"Washoe County, Nevada",218193,0.0405,0.1225,0.1933,0.1624,0.142,0.1712,0.0806,0.0513,0.0214,0.0147
0500000US33005,"Cheshire County, New Hampshire",35911,0.0038,0.0744,0.081,0.0702,0.1427,0.1255,0.0884,0.0617,0.0466,0.3059
0500000US33009,"Grafton County, New Hampshire",51811,0.0208,0.0689,0.1628,0.098,0.1807,0.1063,0.0801,0.0557,0.0294,0.1974
0500000US33011,"Hillsborough County, New Hampshire",177902,0.0091,0.0599,0.1071,0.1009,0.1866,0.1494,0.0928,0.0722,0.041,0.181
0500000US33013,"Merrimack County, New Hampshire",66543,0.0051,0.0672,0.1377,0.0866,0.1745,0.1302,0.0613,0.0506,0.0309,0.2558
0500000US33015,"Rockingham County, New Hampshire",137795,0.0178,0.1002,0.1245,0.1202,0.1869,0.1349,0.0899,0.0696,0.0322,0.124
0500000US33017,"Strafford County, New Hampshire",56596,0.0176,0.1154,0.1218,0.0892,0.1841,0.088,0.0729,0.0956,0.0398,0.1755
0500000US34001,"Atlantic County, New Jersey",132154,0.0137,0.071,0.1442,0.095,0.1717,0.1214,0.1082,0.1054,0.0402,0.1291
0500000US34003,"Bergen County, New Jersey",369379,0.0126,0.0551,0.0538,0.0598,0.0899,0.0942,0.1283,0.212,0.1031,0.1911
0500000US34005,"Burlington County, New Jersey",186200,0.0154,0.0392,0.1151,0.1235,0.1487,0.1728,0.134,0.1163,0.0336,0.1015
0500000US34007,"Camden County, New Jersey",213805,0.0073,0.0334,0.0706,0.0836,0.0996,0.1436,0.1583,0.1564,0.067,0.1803
0500000US34009,"Cape May County, New Jersey",99408,0.0123,0.0722,0.1416,0.1122,0.1718,0.1525,0.1021,0.0805,0.0352,0.1195
0500000US34011,"Cumberland County, New Jersey",57254,0.0086,0.0436,0.0968,0.0792,0.1307,0.1298,0.1517,0.1325,0.0703,0.1568
0500000US34013,"Essex County, New Jersey",336538,0.0039,0.0588,0.0841,0.0438,0.0555,0.09,0.1194,0.1487,0.105,0.2908
0500000US34015,"Gloucester County, New Jersey",117807,0.0097,0.0795,0.1599,0.1239,0.1266,0.1454,0.1156,0.0974,0.0432,0.0988
0500000US34017,"Hudson County, New Jersey",319614,0.0182,0.1238,0.1072,0.0578,0.0655,0.0904,0.0887,0.0718,0.0721,0.3046
0500000US34019,"Hunterdon County, New Jersey",51952,0.0038,0.0468,0.1026,0.1525,0.2164,0.1294,0.0693,0.0703,0.0268,0.1822
0500000US34021,"Mercer County, New Jersey",150703,0.0075,0.0498,0.1049,0.0725,0.1271,0.131,0.1132,0.1435,0.0739,0.1765
0500000US34023,"Middlesex County, New Jersey",317277,0.0065,0.0694,0.0893,0.1017,0.1681,0.1296,0.1408,0.1518,0.0518,0.0912
0500000US34025,"Monmouth County, New Jersey",270187,0.0102,0.0659,0.0977,0.1084,0.1545,0.1319,0.1364,0.1303,0.0344,0.1302
0500000US34027,"Morris County, New Jersey",198970,0.0068,0.0427,0.0914,0.1077,0.1322,0.13,0.1554,0.1404,0.063,0.1303
0500000US34029,"Ocean County, New Jersey",295648,0.0106,0.0953,0.1439,0.1119,0.1557,0.1919,0.1413,0.0843,0.0237,0.0415
0500000US34031,"Passaic County, New Jersey",185492,0.0052,0.0468,0.0667,0.0456,0.0641,0.0875,0.122,0.1626,0.1165,0.283
0500000US34033,"Salem County, New Jersey",27740,0.0104,0.0223,0.0704,0.0872,0.0742,0.1632,0.134,0.2005,0.0631,0.1747
0500000US34035,"Somerset County, New Jersey",133429,0.0064,0.0598,0.0998,0.1682,0.2089,0.086,0.1302,0.0942,0.0479,0.0987
0500000US34037,"Sussex County, New Jersey",62848,0.0043,0.0183,0.0977,0.1037,0.1329,0.1797,0.1235,0.139,0.0624,0.1386
0500000US34039,"Union County, New Jersey",211906,0.0131,0.0783,0.0603,0.0361,0.055,0.0771,0.127,0.2155,0.1167,0.221
0500000US34041,"Warren County, New Jersey",46786,0.0072,0.0175,0.1215,0.0968,0.152,0.1233,0.1083,0.1014,0.0435,0.2285
0500000US35001,"Bernalillo County, New Mexico",302768,0.0084,0.0773,0.1575,0.1429,0.138,0.1931,0.0887,0.1259,0.0368,0.0314
0500000US35013,"Doña Ana County, New Mexico",92715,0.0285,0.1579,0.1725,0.1403,0.1732,0.1462,0.0638,0.0694,0.0288,0.0194
0500000US35025,"Lea County, New Mexico",28335,0.0384,0.1303,0.1197,0.0412,0.1776,0.2104,0.1173,0.12,0.0398,0.0053
0500000US35031,"McKinley County, New Mexico",25217,0.0116,0.0944,0.1489,0.1702,0.1526,0.2126,0.1296,0.0397,0.0209,0.0195
0500000US35035,"Otero County, New Mexico",32476,0.0147,0.1306,0.1064,0.1624,0.1933,0.2001,0.0914,0.0661,0.0158,0.0194
0500000US35043,"Sandoval County, New Mexico",61475,0.0386,0.1618,0.2512,0.1652,0.1851,0.1141,0.046,0.0168,0.0015,0.0198
0500000US35045,"San Juan County, New Mexico",48191,0.0068,0.0951,0.1256,0.2052,0.1481,0.2022,0.104,0.0953,0.0071,0.0105
0500000US35049,"Santa Fe County, New Mexico",78688,0.0171,0.095,0.1964,0.1957,0.1529,0.1282,0.0545,0.0639,0.0325,0.0636
0500000US35061,"Valencia County, New Mexico",30658,0.0145,0.0548,0.1488,0.2369,0.1972,0.1984,0.0873,0.0151,0.0207,0.0264
0500000US36001,"Albany County, New York",147634,0.0083,0.0775,0.057,0.0785,0.1074,0.1453,0.0948,0.1201,0.0613,0.2499
0500000US36005,"Bronx County, New York",557985,0.0059,0.0622,0.0564,0.0412,0.0492,0.0789,0.1368,0.1274,0.1103,0.3316
0500000US36007,"Broome County, New York",93194,0.0002,0.0357,0.0319,0.0738,0.094,0.1315,0.1104,0.1674,0.0798,0.2753
0500000US36009,"Cattaraugus County, New York",40356,0.0026,0.0512,0.0701,0.0899,0.0952,0.1056,0.0728,0.092,0.0658,0.3548
0500000US36011,"Cayuga County, New York",36807,0.0079,0.0503,0.0725,0.0788,0.0897,0.0925,0.1294,0.0545,0.0545,0.3699
0500000US36013,"Chautauqua County, New York",66380,0.0025,0.0481,0.0574,0.0571,0.0689,0.1085,0.0751,0.1245,0.0736,0.3842
0500000US36015,"Chemung County, New York",39311,0.0004,0.0392,0.0542,0.0606,0.053,0.1147,0.1358,0.125,0.0867,0.3304
0500000US36019,"Clinton County, New York",37640,0.0069,0.0773,0.124,0.1055,0.1126,0.1351,0.0957,0.1064,0.0359,0.2007
0500000US36027,"Dutchess County, New York",123116,0.0055,0.0478,0.093,0.0838,0.1416,0.1358,0.1436,0.1234,0.0503,0.1753
0500000US36029,"Erie County, New York",441303,0.0061,0.0452,0.0505,0.0606,0.0643,0.1149,0.1098,0.1795,0.0765,0.2926
0500000US36045,"Jefferson County, New York",61850,0.0038,0.0894,0.1227,0.0803,0.1269,0.0989,0.0671,0.0586,0.0427,0.3095
0500000US36047,"Kings County, New York",1101429,0.0114,0.0794,0.0521,0.0264,0.0291,0.0539,0.0959,0.1077,0.0926,0.4516
0500000US36053,"Madison County, New York",30708,0.0019,0.0441,0.0803,0.0906,0.1126,0.1273,0.0796,0.1122,0.0506,0.3009
0500000US36055,"Monroe County, New York",338935,0.0071,0.0492,0.0687,0.08,0.1098,0.1299,0.1235,0.1272,0.07,0.2347
0500000US36059,"Nassau County, New York",479243,0.0081,0.0375,0.0314,0.0286,0.0479,0.0653,0.1274,0.3373,0.1253,0.1911
0500000US36061,"New York County, New York",923239,0.0032,0.0578,0.0597,0.0306,0.0674,0.0785,0.1201,0.0926,0.0663,0.4239
0500000US36063,"Niagara County, New York",100463,0.0052,0.0338,0.0785,0.0704,0.0698,0.1145,0.1,0.1675,0.0686,0.2918
0500000US36065,"Oneida County, New York",105543,0.0048,0.0449,0.056,0.0717,0.0952,0.099,0.1105,0.1619,0.0615,0.2946
0500000US36067,"Onondaga County, New York",212059,0.0048,0.0509,0.0678,0.0721,0.1024,0.1303,0.1262,0.1536,0.0688,0.2231
0500000US36069,"Ontario County, New York",53325,0.0076,0.0863,0.1152,0.1063,0.1379,0.0912,0.0682,0.0561,0.0522,0.279
0500000US36071,"Orange County, New York",149895,0.016,0.084,0.1188,0.0832,0.1537,0.1384,0.0853,0.1022,0.0338,0.1845
0500000US36075,"Oswego County, New York",54919,0.0128,0.0554,0.0705,0.1077,0.1381,0.1115,0.0821,0.086,0.0613,0.2745
0500000US36079,"Putnam County, New York",38405,0.0014,0.0306,0.0626,0.0729,0.1598,0.1475,0.1406,0.1365,0.0573,0.1908
0500000US36081,"Queens County, New York",911913,0.0044,0.0549,0.0515,0.0282,0.0394,0.0589,0.1229,0.1991,0.1382,0.3025
0500000US36083,"Rensselaer County, New York",74543,0.0021,0.0656,0.095,0.0966,0.0889,0.0904,0.0872,0.0896,0.0551,0.3293
0500000US36085,"Richmond County, New York",184497,0.0035,0.0499,0.0774,0.1051,0.1527,0.1376,0.1522,0.0856,0.0405,0.1954
0500000US36087,"Rockland County, New York",108934,0.0145,0.063,0.057,0.0687,0.1188,0.1965,0.2152,0.1312,0.0324,0.1027
0500000US36089,"St. Lawrence County, New York",52000,0.0062,0.0543,0.0881,0.0812,0.1078,0.119,0.1094,0.1071,0.0521,0.2747
0500000US36091,"Saratoga County, New York",112110,0.0171,0.1173,0.1467,0.1289,0.1335,0.1183,0.0926,0.0651,0.0295,0.1509
0500000US36093,"Schenectady County, New York",71396,0.0074,0.0646,0.064,0.0364,0.0486,0.103,0.0898,0.1709,0.0942,0.3211
0500000US36101,"Steuben County, New York",47651,0.0086,0.0483,0.0783,0.0895,0.0968,0.1214,0.0956,0.0741,0.0575,0.3299
0500000US36103,"Suffolk County, New York",580661,0.008,0.0402,0.0792,0.0843,0.1093,0.1753,0.1971,0.1728,0.0395,0.0943
0500000US36105,"Sullivan County, New York",49956,0.003,0.0804,0.0951,0.0737,0.1556,0.1081,0.0862,0.0784,0.0959,0.2235
0500000US36109,"Tompkins County, New York",47994,0.0145,0.1131,0.0868,0.0917,0.1218,0.1501,0.0866,0.0736,0.0236,0.2381
0500000US36111,"Ulster County, New York",86478,0.0072,0.0486,0.0881,0.0795,0.1304,0.1077,0.0962,0.1153,0.0661,0.2609
0500000US36113,"Warren County, New York",40406,0.0133,0.0486,0.0862,0.1286,0.1387,0.1289,0.0856,0.0779,0.045,0.2473
0500000US36117,"Wayne County, New York",42492,0.0068,0.0423,0.0906,0.117,0.1028,0.1056,0.0804,0.0792,0.0261,0.3491
0500000US36119,"Westchester County, New York",394275,0.0091,0.0386,0.0513,0.0501,0.09,0.105,0.1463,0.1781,0.0705,0.261
0500000US37001,"Alamance County, North Carolina",77336,0.0228,0.1483,0.1607,0.1554,0.1142,0.102,0.1112,0.0726,0.0363,0.0766
0500000US37019,"Brunswick County, North Carolina",98129,0.0738,0.2567,0.2864,0.1384,0.1304,0.065,0.0268,0.0145,0.0033,0.0047
0500000US37021,"Buncombe County, North Carolina",134673,0.0499,0.1526,0.1782,0.1411,0.1255,0.0883,0.0694,0.0556,0.0435,0.096
0500000US37023,"Burke County, North Carolina",40281,0.0325,0.053,0.121,0.1335,0.1456,0.1434,0.1356,0.089,0.0637,0.0825
0500000US37025,"Cabarrus County, North Carolina",92776,0.0511,0.2063,0.2177,0.1597,0.0972,0.0857,0.0508,0.0526,0.0261,0.0528
0500000US37027,"Caldwell County, North Carolina",37402,0.0203,0.0553,0.125,0.1752,0.1485,0.1599,0.1394,0.0769,0.0526,0.0468
0500000US37031,"Carteret County, North Carolina",52198,0.0224,0.1222,0.161,0.2151,0.2072,0.1264,0.0541,0.0476,0.0153,0.0285
0500000US37035,"Catawba County, North Carolina",72815,0.0129,0.0613,0.182,0.1636,0.1525,0.1446,0.1114,0.0763,0.0415,0.0539
0500000US37037,"Chatham County, North Carolina",35977,0.0637,0.2147,0.1942,0.1923,0.0674,0.0816,0.0266,0.1024,0.0238,0.0333
0500000US37045,"Cleveland County, North Carolina",44241,0.013,0.064,0.1137,0.1684,0.1556,0.1796,0.1651,0.0525,0.037,0.0511
0500000US37049,"Craven County, North Carolina",47770,0.0279,0.1076,0.2016,0.1296,0.1938,0.1329,0.083,0.0646,0.02,0.039
0500000US37051,"Cumberland County, North Carolina",143707,0.0145,0.111,0.1693,0.1677,0.1458,0.166,0.1281,0.0594,0.02,0.0183
0500000US37057,"Davidson County, North Carolina",76279,0.0234,0.0964,0.2042,0.1194,0.1471,0.1299,0.0797,0.1065,0.0307,0.0628
0500000US37063,"Durham County, North Carolina",152535,0.0301,0.2221,0.1703,0.1312,0.1396,0.105,0.0678,0.0618,0.0293,0.0429
0500000US37067,"Forsyth County, North Carolina",175632,0.0161,0.1146,0.1549,0.1278,0.1538,0.1478,0.0966,0.0988,0.0252,0.0644
0500000US37069,"Franklin County, North Carolina",31694,0.0587,0.2044,0.1953,0.1669,0.124,0.0697,0.0573,0.0408,0.0292,0.0537
0500000US37071,"Gaston County, North Carolina",102083,0.0299,0.1476,0.1294,0.118,0.1278,0.122,0.1227,0.0868,0.0514,0.0646
0500000US37081,"Guilford County, North Carolina",237789,0.0168,0.1094,0.1698,0.1626,0.1424,0.1282,0.0961,0.0827,0.0379,0.054
0500000US37085,"Harnett County, North Carolina",54925,0.0358,0.2177,0.2216,0.1638,0.0806,0.0972,0.0595,0.0602,0.0231,0.0404
0500000US37089,"Henderson County, North Carolina",57869,0.0146,0.1281,0.1815,0.1751,0.1822,0.1271,0.0592,0.0752,0.0297,0.0272
0500000US37097,"Iredell County, North Carolina",83500,0.0414,0.1627,0.2306,0.1925,0.1051,0.0957,0.0583,0.0409,0.0275,0.0451
0500000US37101,"Johnston County, North Carolina",91840,0.0499,0.2394,0.2293,0.1831,0.1097,0.0535,0.0529,0.0247,0.0189,0.0388
0500000US37105,"Lee County, North Carolina",27105,0.0359,0.167,0.1661,0.1327,0.1515,0.1513,0.0804,0.0387,0.0128,0.0636
0500000US37109,"Lincoln County, North Carolina",39710,0.0358,0.1496,0.1887,0.1516,0.0958,0.0953,0.0794,0.0698,0.0473,0.0867
0500000US37119,"Mecklenburg County, North Carolina",505942,0.0346,0.2054,0.2205,0.1541,0.1287,0.0894,0.0738,0.0492,0.0208,0.0235
0500000US37125,"Moore County, North Carolina",50305,0.0512,0.175,0.2216,0.1432,0.109,0.1,0.0941,0.0455,0.0155,0.0449
0500000US37127,"Nash County, North Carolina",43870,0.0065,0.0731,0.1491,0.1802,0.1881,0.137,0.0908,0.0602,0.0125,0.1025
0500000US37129,"New Hanover County, North Carolina",120170,0.037,0.1742,0.2034,0.1835,0.1243,0.0916,0.058,0.0347,0.0393,0.054
0500000US37133,"Onslow County, North Carolina",87536,0.0286,0.2493,0.2013,0.1179,0.1385,0.1062,0.0768,0.0594,0.0129,0.0091
0500000US37135,"Orange County, North Carolina",62667,0.0146,0.15,0.133,0.19,0.1625,0.1171,0.0995,0.0596,0.0235,0.0503
0500000US37141,"Pender County, North Carolina",31758,0.0828,0.2272,0.1804,0.2063,0.0943,0.0926,0.0312,0.0276,0.0293,0.0284
0500000US37147,"Pitt County, North Carolina",82676,0.0138,0.1965,0.2671,0.1603,0.1163,0.0903,0.052,0.0451,0.0166,0.0421
0500000US37151,"Randolph County, North Carolina",62929,0.0124,0.0981,0.1492,0.1563,0.1661,0.1413,0.0716,0.104,0.0461,0.055
0500000US37155,"Robeson County, North Carolina",49056,0.0162,0.0781,0.1007,0.2268,0.1757,0.1769,0.1011,0.0537,0.0222,0.0488
0500000US37157,"Rockingham County, North Carolina",43846,0.0083,0.053,0.1375,0.1597,0.1003,0.2013,0.0924,0.1056,0.0622,0.0797
0500000US37159,"Rowan County, North Carolina",65040,0.0267,0.059,0.1498,0.1596,0.1035,0.1385,0.0718,0.0917,0.085,0.1143
0500000US37171,"Surry County, North Carolina",33662,0.0115,0.0621,0.1357,0.1762,0.1533,0.1559,0.1083,0.0825,0.051,0.0635
0500000US37179,"Union County, North Carolina",89096,0.0527,0.1786,0.2796,0.1845,0.1158,0.0685,0.0602,0.0281,0.0134,0.0186
0500000US37183,"Wake County, North Carolina",493222,0.0449,0.2256,0.2495,0.1764,0.1312,0.0844,0.0379,0.025,0.0066,0.0184
0500000US37191,"Wayne County, North Carolina",53515,0.0205,0.0822,0.1666,0.1752,0.137,0.12,0.1119,0.0818,0.0364,0.0684
0500000US37193,"Wilkes County, North Carolina",31842,0.0025,0.0261,0.1613,0.177,0.1743,0.1744,0.101,0.0663,0.0729,0.0442
0500000US37195,"Wilson County, North Carolina",36944,0.026,0.1157,0.1591,0.1364,0.1341,0.1485,0.0872,0.0487,0.025,0.1194
0500000US38015,"Burleigh County, North Dakota",43893,0.019,0.194,0.1497,0.1379,0.0977,0.2018,0.077,0.0506,0.0153,0.057
0500000US38017,"Cass County, North Dakota",88965,0.0238,0.2201,0.1928,0.1232,0.112,0.1143,0.0486,0.065,0.0284,0.0718
0500000US38035,"Grand Forks County, North Dakota",33988,0.0264,0.152,0.1194,0.1271,0.0888,0.1698,0.0761,0.0712,0.028,0.1412
0500000US38101,"Ward County, North Dakota",32503,0.0081,0.2497,0.1328,0.0551,0.0768,0.169,0.0944,0.0794,0.051,0.0837
0500000US39003,"Allen County, Ohio",44870,0.0046,0.0343,0.0528,0.0905,0.081,0.1793,0.1074,0.186,0.0259,0.2382
0500000US39007,"Ashtabula County, Ohio",46489,0.0079,0.0316,0.0789,0.1011,0.068,0.1316,0.1158,0.1095,0.0564,0.2992
0500000US39013,"Belmont County, Ohio",31546,0.0044,0.0821,0.0571,0.1042,0.0788,0.1186,0.0952,0.1245,0.0882,0.2468
0500000US39017,"Butler County, Ohio",155648,0.0185,0.0816,0.1445,0.1408,0.1103,0.1559,0.0971,0.1053,0.037,0.109
0500000US39023,"Clark County, Ohio",61154,0.0011,0.0251,0.0763,0.0761,0.063,0.1291,0.151,0.1441,0.0745,0.2598
0500000US39025,"Clermont County, Ohio",88541,0.0117,0.071,0.189,0.1792,0.1207,0.1472,0.0709,0.1233,0.0161,0.0709
0500000US39029,"Columbiana County, Ohio",46158,0.0096,0.0268,0.0786,0.0779,0.0969,0.133,0.113,0.1295,0.0743,0.2603
0500000US39035,"Cuyahoga County, Ohio",615116,0.0053,0.0303,0.0454,0.054,0.0591,0.1063,0.1474,0.1877,0.083,0.2814
0500000US39041,"Delaware County, Ohio",86483,0.0483,0.1853,0.2679,0.2077,0.0828,0.0596,0.0346,0.0421,0.0025,0.0692
0500000US39043,"Erie County, Ohio",38514,0.0033,0.0333,0.0433,0.1053,0.0724,0.1811,0.1214,0.1424,0.0647,0.2327
0500000US39045,"Fairfield County, Ohio",64207,0.0183,0.0613,0.1792,0.1566,0.1002,0.1411,0.0953,0.0719,0.0369,0.1393
0500000US39049,"Franklin County, Ohio",594813,0.0194,0.0995,0.1134,0.1259,0.121,0.1483,0.1141,0.1069,0.037,0.1145
0500000US39055,"Geauga County, Ohio",37679,0.0034,0.0542,0.1044,0.1794,0.0835,0.1539,0.0988,0.141,0.0449,0.1365
0500000US39057,"Greene County, Ohio",72487,0.0107,0.0748,0.1524,0.1521,0.0762,0.1621,0.1096,0.1511,0.0272,0.0837
0500000US39061,"Hamilton County, Ohio",381690,0.0076,0.052,0.06,0.0685,0.0947,0.125,0.1362,0.1473,0.0641,0.2446
0500000US39063,"Hancock County, Ohio",33981,0.0102,0.059,0.1215,0.1688,0.0948,0.0802,0.1076,0.0969,0.0294,0.2315
0500000US39085,"Lake County, Ohio",106498,0.0138,0.0563,0.0917,0.1076,0.1033,0.1725,0.129,0.1886,0.0435,0.0935
0500000US39089,"Licking County, Ohio",73313,0.0159,0.0757,0.1607,0.1651,0.0691,0.1402,0.0841,0.1042,0.0383,0.1467
0500000US39093,"Lorain County, Ohio",136666,0.0148,0.0681,0.1376,0.106,0.0666,0.1367,0.1332,0.1486,0.0565,0.132
0500000US39095,"Lucas County, Ohio",201010,0.009,0.04,0.0589,0.072,0.0759,0.1361,0.114,0.1629,0.0875,0.2439
0500000US39099,"Mahoning County, Ohio",107993,0.0033,0.0215,0.0629,0.0959,0.0655,0.1698,0.1562,0.1646,0.0548,0.2054
0500000US39101,"Marion County, Ohio",27362,0.0013,0.0277,0.0704,0.0815,0.0652,0.1852,0.126,0.1037,0.06,0.279
0500000US39103,"Medina County, Ohio",76088,0.0103,0.0798,0.163,0.1799,0.091,0.1963,0.0715,0.0892,0.0226,0.0963
0500000US39109,"Miami County, Ohio",47235,0.0108,0.0861,0.0989,0.1002,0.0532,0.1458,0.1013,0.1256,0.0452,0.2329
0500000US39113,"Montgomery County, Ohio",252781,0.0087,0.0404,0.0603,0.0723,0.0935,0.1746,0.1675,0.1515,0.0686,0.1626
0500000US39119,"Muskingum County, Ohio",38324,0.0099,0.0383,0.13,0.127,0.1175,0.1346,0.1104,0.0763,0.0387,0.2172
0500000US39133,"Portage County, Ohio",71416,0.0177,0.095,0.117,0.1067,0.1196,0.1526,0.1325,0.0859,0.0518,0.1211
0500000US39139,"Richland County, Ohio",54663,0.0074,0.0227,0.0616,0.0929,0.0596,0.1674,0.1554,0.1658,0.081,0.1861
0500000US39141,"Ross County, Ohio",32067,0.0263,0.0278,0.0955,0.1403,0.0895,0.1418,0.1033,0.0995,0.0752,0.2006
0500000US39145,"Scioto County, Ohio",33073,0.0109,0.0421,0.075,0.1067,0.0773,0.1297,0.1072,0.1296,0.0627,0.2589
0500000US39151,"Stark County, Ohio",167998,0.0075,0.0342,0.0729,0.0937,0.0643,0.174,0.1234,0.1408,0.076,0.2133
0500000US39153,"Summit County, Ohio",247173,0.0081,0.0427,0.0759,0.1046,0.0825,0.117,0.1484,0.1577,0.0709,0.1922
0500000US39155,"Trumbull County, Ohio",94469,0.0034,0.0251,0.044,0.0764,0.0731,0.2073,0.1234,0.1922,0.0773,0.1777
0500000US39157,"Tuscarawas County, Ohio",40861,0.0053,0.0645,0.1125,0.1377,0.084,0.1202,0.0689,0.1226,0.0518,0.2325
0500000US39159,"Union County, Ohio",25350,0.0443,0.1983,0.1705,0.1626,0.0624,0.1045,0.0734,0.0304,0.0144,0.1392
0500000US39165,"Warren County, Ohio",96489,0.0323,0.1514,0.2378,0.1913,0.0773,0.094,0.0639,0.0828,0.0203,0.049
0500000US39169,"Wayne County, Ohio",46969,0.009,0.0495,0.0971,0.13,0.1048,0.158,0.1124,0.1317,0.0368,0.1708
